,,,,dev_acc,dev_acc,dev_bertscore_correct_normalized,dev_bertscore_correct_normalized
,,,,mean,std,mean,std
task_name,model_type,io_format,n_shots,,,,
ecqa,allenai/unifiedqa-t5-base,unifiedqa_matching,48,41.78095238095238,2.5588936101246,33.96782894049372,2.0846654302401717
ecqa,allenai/unifiedqa-t5-large,unifiedqa_matching,48,51.40081632653061,2.8138224892927193,41.808925505268334,2.2881985804122347
esnli,t5-base,standard,16,40.71360153256705,7.964400990953331,35.77903887435394,7.203695823367673
esnli,t5-large,standard,16,83.96686159844054,1.7992205378382806,76.82325830671218,1.6540122632575385
sbic,allenai/unifiedqa-t5-base,unified_qa_what_with_tags,24,0.32857142857142857,0.30338229402279004,0.2819716779958634,0.2607504302404729
sbic,allenai/unifiedqa-t5-large,unified_qa_what_with_tags,24,24.271186440677965,8.729680955515763,24.26741918986415,8.732691485468283
sensemaking,allenai/unifiedqa-t5-base,unifiedqa_what,24,55.68095238095238,2.705042741959481,50.89800651811418,2.468051847344433
sensemaking,allenai/unifiedqa-t5-large,unifiedqa_what,24,66.63333333333334,3.4286078040398404,61.18416022686731,3.175075130395689

