,,,,dev_acc,dev_acc,dev_bertscore_correct_normalized,dev_bertscore_correct_normalized
,,,,mean,std,mean,std
task_name,model_type,io_format,n_shots,,,,
ecqa,allenai/unifiedqa-t5-base,unifiedqa_matching,48,40.621848739495796,2.2747778756547983,33.030117977137756,1.8494285724747561
ecqa,allenai/unifiedqa-t5-large,unifiedqa_matching,48,59.404761904761905,2.275747117610096,48.29788596289498,1.848112959782499
esnli,t5-base,standard,16,72.67241379310344,2.233691008838619,60.526538283146664,1.8648847013292278
esnli,t5-large,standard,16,86.65708812260536,1.7925190209127815,72.18733696559609,1.4906243741189664
sbic,allenai/unifiedqa-t5-base,unified_qa_what_with_tags,24,0.4380952380952381,0.29261507610928034,0.3668258051077525,0.24393480500147519
sbic,allenai/unifiedqa-t5-large,unified_qa_what_with_tags,24,0.17619047619047618,0.19581795423763892,0.14833686011178152,0.16481793133030617
sensemaking,allenai/unifiedqa-t5-base,unifiedqa_what,24,0.0,0.0,0.0,0.0
sensemaking,allenai/unifiedqa-t5-large,unifiedqa_what,24,19.433333333333334,1.4721835018225644,16.257267863977525,1.2305950790253048
