,dev_acc,dev_bertscore_correct_normalized,model_type,task_name,seed,n_shots,io_format
0,64.85714285714286,62.742265939712524,allenai/unifiedqa-t5-large,sbic,834,24,unified_qa_what_with_tags
1,66.0,63.291296873773845,allenai/unifiedqa-t5-large,sbic,6290,24,unified_qa_what_with_tags
2,68.28571428571428,65.4926337174007,allenai/unifiedqa-t5-large,sbic,6339,24,unified_qa_what_with_tags
3,64.85714285714286,62.54296839237213,allenai/unifiedqa-t5-large,sbic,8384,24,unified_qa_what_with_tags
4,64.85714285714286,62.685177768979756,allenai/unifiedqa-t5-large,sbic,1319,24,unified_qa_what_with_tags
5,62.57142857142857,60.313159704208374,allenai/unifiedqa-t5-large,sbic,2638,24,unified_qa_what_with_tags
6,63.42857142857142,61.020361627851216,allenai/unifiedqa-t5-large,sbic,9428,24,unified_qa_what_with_tags
7,67.71428571428572,64.8338292155947,allenai/unifiedqa-t5-large,sbic,1936,24,unified_qa_what_with_tags
8,60.57142857142858,57.72004858085087,allenai/unifiedqa-t5-large,sbic,6227,24,unified_qa_what_with_tags
9,64.0,61.62419215270451,allenai/unifiedqa-t5-large,sbic,51,24,unified_qa_what_with_tags
10,66.28571428571428,63.24249693325588,allenai/unifiedqa-t5-large,sbic,588,24,unified_qa_what_with_tags
11,60.285714285714285,57.35687272889273,allenai/unifiedqa-t5-large,sbic,2175,24,unified_qa_what_with_tags
12,65.42857142857143,63.26226660183498,allenai/unifiedqa-t5-large,sbic,9991,24,unified_qa_what_with_tags
13,68.28571428571428,65.93356553145817,allenai/unifiedqa-t5-large,sbic,2689,24,unified_qa_what_with_tags
14,61.71428571428571,58.636227301188875,allenai/unifiedqa-t5-large,sbic,2051,24,unified_qa_what_with_tags
15,57.714285714285715,54.693580627441406,allenai/unifiedqa-t5-large,sbic,1335,24,unified_qa_what_with_tags
16,68.28571428571428,66.57070149694171,allenai/unifiedqa-t5-large,sbic,1967,24,unified_qa_what_with_tags
17,66.57142857142857,63.739892431667876,allenai/unifiedqa-t5-large,sbic,2913,24,unified_qa_what_with_tags
18,67.42857142857143,64.94606578350067,allenai/unifiedqa-t5-large,sbic,8975,24,unified_qa_what_with_tags
19,63.714285714285715,61.12292184148516,allenai/unifiedqa-t5-large,sbic,2147,24,unified_qa_what_with_tags
20,57.14285714285714,55.70389905997685,allenai/unifiedqa-t5-large,sbic,6595,24,unified_qa_what_with_tags
21,63.142857142857146,60.62958778653826,allenai/unifiedqa-t5-large,sbic,2769,24,unified_qa_what_with_tags
22,61.142857142857146,58.8695204768862,allenai/unifiedqa-t5-large,sbic,5358,24,unified_qa_what_with_tags
23,67.71428571428572,64.59778664793286,allenai/unifiedqa-t5-large,sbic,4523,24,unified_qa_what_with_tags
24,65.14285714285715,62.3634044613157,allenai/unifiedqa-t5-large,sbic,4823,24,unified_qa_what_with_tags
25,62.0,58.994591798101155,allenai/unifiedqa-t5-large,sbic,178,24,unified_qa_what_with_tags
26,69.42857142857143,66.46469056606293,allenai/unifiedqa-t5-large,sbic,1331,24,unified_qa_what_with_tags
27,54.85714285714286,54.14806451116289,allenai/unifiedqa-t5-large,sbic,176,24,unified_qa_what_with_tags
28,58.57142857142858,55.78109412533896,allenai/unifiedqa-t5-large,sbic,2498,24,unified_qa_what_with_tags
29,52.57142857142857,51.795018093926565,allenai/unifiedqa-t5-large,sbic,1181,24,unified_qa_what_with_tags
30,61.142857142857146,58.441873277936665,allenai/unifiedqa-t5-large,sbic,1349,24,unified_qa_what_with_tags
31,69.14285714285714,66.52974595342364,allenai/unifiedqa-t5-large,sbic,8219,24,unified_qa_what_with_tags
32,60.285714285714285,57.5232754945755,allenai/unifiedqa-t5-large,sbic,4864,24,unified_qa_what_with_tags
33,61.71428571428571,58.70837700366974,allenai/unifiedqa-t5-large,sbic,7356,24,unified_qa_what_with_tags
