,,,,dev_acc,dev_acc,dev_bertscore_correct_normalized,dev_bertscore_correct_normalized
,,,,mean,std,mean,std
task_name,model_type,io_format,n_shots,,,,
ecqa,allenai/unifiedqa-t5-base,unifiedqa_matching,48,40.63990554899646,2.26138909643819,33.0443062514876,1.838081410055896
ecqa,allenai/unifiedqa-t5-large,unifiedqa_matching,48,59.48095238095239,2.2907632727722187,48.359917782601855,1.8610804956771674
esnli,t5-base,standard,16,72.84961685823755,2.240944344931897,60.673358192331946,1.8728148760192085
esnli,t5-large,standard,16,86.65708812260536,1.7932866183419052,72.18718479134114,1.491289439142502
sbic,allenai/unifiedqa-t5-base,unified_qa_what_with_tags,24,0.44285714285714284,0.29242127843512455,0.37081439182871867,0.24384732541134546
sbic,allenai/unifiedqa-t5-large,unified_qa_what_with_tags,24,0.1714285714285714,0.19656921371952663,0.144374505394981,0.16547737444639762
sensemaking,allenai/unifiedqa-t5-base,unifiedqa_what,24,0.0,0.0,0.0,0.0
sensemaking,allenai/unifiedqa-t5-large,unifiedqa_what,24,18.566666666666666,1.361763229409034,15.531479723112925,1.1382053724401897
