,,,,dev_acc,dev_acc,dev_bertscore_correct_normalized,dev_bertscore_correct_normalized,seed,seed
,,,,mean,std,mean,std,mean,std
task_name,model_type,io_format,n_shots,,,,,,
ecqa,allenai/unifiedqa-t5-base,unifiedqa_matching,48,38.24824355971897,2.534195922272362,31.091276392166176,2.0624139308087464,4678.5901639344265,2924.8146046166175
ecqa,allenai/unifiedqa-t5-large,unifiedqa_matching,48,39.238095238095234,3.731340576030425,31.946050932293847,3.0279655470085762,4633.966666666666,2928.4209907198947
esnli,t5-base,standard,16,56.362889983579635,3.421127524466787,51.12917515330452,3.0958275544914904,4601.142857142857,2868.813149083387
esnli,t5-large,standard,16,84.52380952380952,2.299339224006016,77.3392098820725,2.132657578736941,4601.142857142857,2868.8131490833875
sbic,allenai/unifiedqa-t5-base,unified_qa_what_with_tags,24,52.857142857142854,3.0211435030603195,50.78542787525929,2.8232428282562316,4601.142857142857,2868.813149083387
sbic,allenai/unifiedqa-t5-large,unified_qa_what_with_tags,24,60.44897959183673,2.373438093861934,57.457553539146375,2.4515159328872733,4601.142857142857,2868.8131490833875
sensemaking,allenai/unifiedqa-t5-base,unifiedqa_what,24,55.45714285714286,2.510223991956877,50.68725098740487,2.286580210172076,4633.966666666666,2928.4209907198942
sensemaking,allenai/unifiedqa-t5-large,unifiedqa_what,24,65.93333333333334,3.2204139112289876,60.48481001399812,2.98464292156185,4633.966666666666,2928.4209907198942
