,,,,dev_acc,dev_acc,dev_bertscore_correct_normalized,dev_bertscore_correct_normalized
,,,,mean,std,mean,std
task_name,model_type,io_format,n_shots,,,,
ecqa,allenai/unifiedqa-t5-base,unifiedqa_matching,48,40.595238095238095,2.260751585740084,33.008252589191706,1.8377987630426853
ecqa,allenai/unifiedqa-t5-large,unifiedqa_matching,48,59.35714285714286,2.3191747300648626,48.25912481234187,1.883920143846072
esnli,t5-base,standard,16,72.5478927203065,2.0777714544807244,60.4243593457444,1.7408812087996306
esnli,t5-large,standard,16,86.74808429118774,1.555525769773153,72.26319750464054,1.2918802840443004
sbic,allenai/unifiedqa-t5-base,unified_qa_what_with_tags,24,0.44761904761904764,0.2967702181120549,0.3748029785496848,0.2476298756279761
sbic,allenai/unifiedqa-t5-large,unified_qa_what_with_tags,24,0.16666666666666666,0.19720265943665388,0.1402045391854786,0.1659139006779113
sensemaking,allenai/unifiedqa-t5-base,unifiedqa_what,24,0.0,0.0,0.0,0.0
sensemaking,allenai/unifiedqa-t5-large,unifiedqa_what,24,17.8,1.2511763172593815,14.890666376692907,1.0449529841839478
