,,,,dev_acc,dev_acc,dev_bertscore_correct_normalized,dev_bertscore_correct_normalized
,,,,mean,std,mean,std
task_name,model_type,io_format,n_shots,,,,
ecqa,allenai/unifiedqa-t5-base,unifiedqa_matching,48,34.67857142857143,3.368938244901379,28.18683393086706,2.7420482340829833
ecqa,allenai/unifiedqa-t5-large,unifiedqa_matching,48,21.912380952380953,6.616898314970361,18.877814703895933,5.92863531922131
esnli,t5-base,standard,16,75.00245603693881,3.1014135842264134,68.43698568666294,2.8442209021333347
esnli,t5-large,standard,16,84.72359058565955,1.6543644115434644,77.53842310430447,1.5080934611528098
sbic,allenai/unifiedqa-t5-base,unified_qa_what_with_tags,24,41.81142857142857,9.185633858790318,39.870277154105054,8.847169249006026
sbic,allenai/unifiedqa-t5-large,unified_qa_what_with_tags,24,55.75238095238095,1.8512482765436684,52.44468736194429,1.8996297109071627
sensemaking,allenai/unifiedqa-t5-base,unifiedqa_what,24,54.38214285714285,3.004739029042799,49.606731904191626,2.73221405101286
sensemaking,allenai/unifiedqa-t5-large,unifiedqa_what,24,68.69160997732426,3.9831769936673282,63.095701789774864,3.7044212187827017
