,,,,dev_acc,dev_acc,dev_bertscore_correct_normalized,dev_bertscore_correct_normalized
,,,,mean,std,mean,std
task_name,model_type,io_format,n_shots,,,,
ecqa,allenai/unifiedqa-t5-base,unifiedqa_matching,48,40.71904761904762,2.4363972882171216,33.1000734718073,1.9843012882474034
ecqa,allenai/unifiedqa-t5-large,unifiedqa_matching,48,39.768860353130016,3.6837555994745617,32.47225584694891,2.967056885246629
esnli,t5-base,standard,16,72.34674329501917,3.07724797299002,66.05430614246035,2.822386933334557
esnli,t5-large,standard,16,84.35183295926002,1.9524416838257614,77.24704536482857,1.7916268024686375
sbic,allenai/unifiedqa-t5-base,unified_qa_what_with_tags,24,30.957142857142856,6.2607349984717,30.406027698516844,6.246855781979482
sbic,allenai/unifiedqa-t5-large,unified_qa_what_with_tags,24,63.62380952380953,3.553092613510291,61.1414963560445,3.607367355625051
sensemaking,allenai/unifiedqa-t5-base,unifiedqa_what,24,56.023809523809526,2.4093308787808105,51.25631013768059,2.208324695857464
sensemaking,allenai/unifiedqa-t5-large,unifiedqa_what,24,68.17619047619048,3.972042318682657,62.71020329679762,3.6598607137323116
